text,sentiment,cleaned_text
Behind on 100s of emails? Give them all 1 line iPhone composed replies. #SXSW #protip,3,behind 100 email give 1 line iphone compose reply sxsw protip
It's like 10pm at night and there is a line around the block at the popup apple stores selling iPad2s. #sxsw,3,'s like 10pm night line around block popup apple store sell ipad2s sxsw
.@mention 1154 free songs from #SXSW (this year alone!) {link},5,1154 free song sxsw year alone link
more than 150 million mobile users for Google Maps for Mobile #SXSW,5,150 million mobile user google map mobile sxsw
Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw,5,currently 150 people line quot pop apple store quot sxsw
"Only iPad 2 available at #sxsw is the 64GB wifi-only model at $699, plus the optional (not!) leather smart cover at $69",5,ipad 2 available sxsw 64gb wifi-only model 699 plus optional leather smart cover 69
â˜º We love 2 entertain youâ€_Please donâ€™t be grateful! â˜_ {link} â„_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter,5,â˜º love 2 entertain youâ˚_please donâ˚™t grateful â˜_ link â„_ edchat musedchat sxsw sxswi classical newtwitter
Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,5,less 2 hour announce detail ipad 2 giveaway sxsw sxswi
"I'm up to 2 iPad 2s seen in the wild. Both people say it is fast, but the still pics are terrible. #sxsw",1,'m 2 ipad 2 see wild people say fast still pic terrible sxsw
(The iPad 2 queue at #sxsw of course,5,ipad 2 queue sxsw course
The #iPad 2 Takes Over #SXSW [VIDEO] /by @mention {link},3,ipad 2 take sxsw video /by link
many iPad 2's snapping away at the keynote slides! #sxsw,3,many ipad 2 's snap away keynote slide sxsw
Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw,5,apple 200m user credit card sync 'd itunes one click purchase win sxsw
Having my 2nd cocktail &quot;Texas Snowflake&quot;  ( @mention google it!!) at the #CNNGrill #SxSw,5,2nd cocktail quot texas snowflake quot google cnngrill sxsw
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,3,new post 3 iphone apps 'll use south southwest interactive link sxsw sxswi
New Post: 3 iPhone Apps We'll Be Using at South By Southwest Interactive #SXSW #SXSWi {link},5,new post 3 iphone apps 'll use south southwest interactive sxsw sxswi link
sweet new 3-d google maps demo going on in ballroom D #SXSW,3,sweet new 3-d google map demo go ballroom sxsw
More than 35 million miles per day are driving with Google Maps Navigation! #SXSW,3,35 million mile per day drive google map navigation sxsw
rt ' It's 4 p.m. and the #iPad2 line at the Apple store is longer and wider â€“ about 250 people! Only one more hour. ' #sxsw,5,rt 's 4 p.m. ipad2 line apple store longer wider â˚Ú 250 people one hour sxsw
"U = smart 4 packing an extra :) RT @mention On my way to sunny Austin for #sxsw! Extra iPhone in stow, just in case. @mention @mention",5,u smart 4 pack extra rt way sunny austin sxsw extra iphone stow case
"Wonder if 4sqwill attempt to block GoWalla cross-checkins, the way Facebook blocked Google's contacts connections.  #sxsw #lbsWars",5,wonder 4sqwill attempt block gowalla cross-checkins way facebook block google 's contact connection sxsw lbswars
#SXSW day 5 at the #apple store and there's still a line...and growing {link},3,sxsw day 5 apple store 's still line.and grow link
"Check out 5 Steps to Bulletproof UX Strategy at SXSW
{link} #SXSW #rhjr_ux5  {link}",5,check 5 step bulletproof ux strategy sxsw link sxsw rhjr_ux5 link
"Wandering 6th street with the girls. Stopped for ceviche, mojitos, apple juice &amp; ice cream. #sxsw",5,wander 6th street girl stop ceviche mojitos apple juice amp ice cream sxsw
"If you're a band at #SXSW and want to share a track with your Audience from stage, use FrostWire for Android if there's Wi-Fi available",3,'re band sxsw want share track audience stage use frostwire android 's wi-fi available
We've got a busy week ahead: Our new book on #Google Apps will be available on Amazon &amp; we're attending #SXSW,5,'ve get busy week ahead new book google apps available amazon amp 're attend sxsw
"I believe a few went to Aussies at #sxsw RT @mention iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link}",5,believe go aussie sxsw rt ipad 2 sell 70 go new buyer report link
â€œ@mention A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} @mention Plan on going to #SXSW Party on,5,â˚Ô google spreadsheet 270 party sxsw year o_o link plan go sxsw party
"There was a guy in line for Apple's pop-up store on Sixth Street in Austin. &quot;I'm that guy,&quot; he told me. #sxsw",5,guy line apple 's pop-up store sixth street austin quot 'm guy quot told sxsw
if u have a iPhone you don't need a car'-use zimride etc to share rides #sxsw #shareable,3,u iphone n't need car'-use zimride etc share ride sxsw shareable
"I've seen a lot of tablets here, every single one of them is an iPad. #SXSW",5,'ve see lot tablet every single one ipad sxsw
Receiving a lot of @mention messages telling me I'm sexy in response to my post looking to meet fellow Christian iPhone devs at #sxsw,5,receive lot message tell 'm sexy response post look meet fellow christian iphone devs sxsw
Picked up a Mophie battery case 4 my iPhone in prep for #SXSW. Not lugging around a laptop &amp; only using my phone was a huge win last year.,3,picked mophie battery case 4 iphone prep sxsw lug around laptop amp use phone huge win last year
"Now thats a NEWS :P RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",5,thats news p rt google launch major new social network call circle possibly today link sxsw
"Just took a piss at the trade show, iPad in one hand, iPhone in the other. Pissing. I am KIIIIIILLING it right now. #sxsw",5,take piss trade show ipad one hand iphone piss kiiiiiilling right sxsw
"Not to be a rumor monger, but this was a good read Â_ #Google #Circles preview @mention #sxsw {link} by @mention via @mention #socbiz #fb",3,rumor monger good read Â_ google circle preview sxsw link via socbiz fb
HOBO WITH A SHOTGUN iPhone game {link} #sxsw,5,hobo shotgun iphone game link sxsw
Hobo with A Shotgun video game coming to iPad/iPhone users?! Yes please! {link} #SXSW,3,hobo shotgun video game come ipad/iphone user yes please link sxsw
build out a store in less than 24 hours and have one of the biggest launches in this company's history?  we got this.  #apple #sxsw #ipad2,3,build store less 24 hour one big launch company 's history get apple sxsw ipad2
Just took a survey on iPhone while in Starbucks line. Got a free Starbucks gift card. Instant research. Instant gratification. #sxsw #gsdm,5,take survey iphone starbucks line get free starbucks gift card instant research instant gratification sxsw gsdm
Apple has a temporary Retail Store in Austin for the iPad 2 release today. Opens at 5pm. #SXSW #SXSWi #ipad2,5,apple temporary retail store austin ipad 2 release today open 5pm sxsw sxswi ipad2
Just read about #GroupMe at #SXSW...sounds like an incredible app. Is it available for Android phones yet?,3,read groupme sxsw.sounds like incredible app available android phone yet
Wondering about Circles? &gt; Google to reveal a new social network at #SXSW {link},5,wonder circle gt google reveal new social network sxsw link
"google is about search, but local' marissa mayer #sxsw",5,google search local marissa mayer sxsw
Wondering about street closures during SXSW? We made a Google Map to show you: {link} #sxsw #austin,5,wonder street closure sxsw make google map show link sxsw austin
Is Google about to have another go at social with &quot;Google Circles&quot;? #sxsw #google,5,google another go social quot google circle quot sxsw google
Questions about what's inside the iPad 2? Fire them my way. #sxsw,5,question 's inside ipad 2 fire way sxsw
Paraormal activity: Sanctuary iphone game. Sketching your AR experience. Interactivity through &quot;magic lense&quot; #EduAR #sxsw,5,paraormal activity sanctuary iphone game sketch ar experience interactivity quot magic lense quot eduar sxsw
Apple IIe ad in the '85 SI swimsuit issue at a garage sale #sxsw {link},5,apple iie ad '85 si swimsuit issue garage sale sxsw link
Flipboard Adds Instagram Photos and Social Search [Apps] {link} #Apple #SocialSearch #SXSW,5,flipboard add instagram photo social search apps link apple socialsearch sxsw
Spent the aftrnoon on a frozen lake photographing my brother Scott &amp; the @mention team. Catch them at #SXSW ths weeknd.  {link},5,spent aftrnoon frozen lake photograph brother scott amp team catch sxsw th weeknd link
"If iPhone alarms botch the timechange, how many #SXSW'ers freak? Late to flights, missed panels, behind on bloody marys...",1,iphone alarm botch timechange many sxsw'ers freak late flight miss panel behind bloody mary
Shouts to all the ladies holding up their iPad 2's at free #sxsw shows to take photos while sipping free beer. /cc: @mention,3,shout lady hold ipad 2 's free sxsw show take photo sip free beer /cc
"Dj hoodie allen, with all due respect, you should probably make your way back to google #sxsw",5,dj hoodie allen due respect probably make way back google sxsw
I meant I also wish I  at #SXSW #dyac stupid iPhone!,1,meant also wish sxsw dyac stupid iphone
"Just what America needs. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",irrelevant,america need rt google launch major new social network call circle possibly today link sxsw
Audioboo: American Dream or Bust {link} #iPad #sxsw #bum #begger #us #socialart #Documentally,5,audioboo american dream bust link ipad sxsw bum begger u socialart documentally
Skifta is an app-based media shifting service that turns your Android phone into a ...  #sxsw #mashable #sxswi {link},5,skifta app-based medium shift service turn android phone sxsw mashable sxswi link
Rumors of an Apple store opening for #SXSW at 6th &amp; Congress. All signs point to yes! {link},3,rumor apple store opening sxsw 6th amp congress sign point yes link
What does an Apple security guy after he locks up the store..... #sxsw - {link},5,apple security guy lock store sxsw link
What does an Apple security guy after he locks up the store..... #sxsw - The Realtime SXSW S... {link} curated by @mention,5,apple security guy lock store sxsw realtime sxsw s. link curated
How I got an iPad 2 during #SXSW!  {link} cc @mention,5,get ipad 2 sxsw link cc
picked up an ipad 2 at the #sxsw pop up  apple store! only 15 minute wait!,3,picked ipad 2 sxsw pop apple store 15 minute wait
Brilliant and enlightening game mechanics presentation by @mention from Google #SXSW,3,brilliant enlighten game mechanic presentation google sxsw
GSD&amp;M and Google.....sitting in a tree {link} #sxsw #gsdm,5,gsd amp google.sitting tree link sxsw gsdm
@mention  and here's a pic of you winning your ipad! #unsix #sxsw cc @mention @mention  {link} (cont) {link},5,'s pic win ipad unsix sxsw cc link cont link
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link},5,iphone thirsty sxsw chevy volt lounge w/ 16 others link
My iPhone and I are both VERY thirsty! #sxsw (@mention Chevy Volt Lounge w/ 16 others) {link} {link},5,iphone thirsty sxsw chevy volt lounge w/ 16 others link link
"I came in and left #sxsw with my iPhone playing the same song, chosen at random: Skream's Listening to the Records on my wall. Appropriate.",5,come left sxsw iphone play song chosen random skream 's listen record wall appropriate
marketing and sales GENIUS: {link} #Apple #SXSW,3,marketing sale genius link apple sxsw
"Arduino + android = Flaming skulls  {link} Refrigerator Speaks , Salon K, 3:30pm @mention @mention #sxsw #smartthings",5,arduino android flame skull link refrigerator speaks salon k 3:30pm sxsw smartthings
Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,5,reminder android chrome tt talk 1 pm today link sxsw
iPad 2 vs Android vs The World : Panel at #SXSW today 3:30PM by @mention {link},5,ipad 2 v android v world panel sxsw today 3:30pm link
"Backupify Announces CloudSight Search, the First Searchable Archive Solution for Social Media and Google Apps #SXSW #SXSWi {link}",5,backupify announces cloudsight search first searchable archive solution social medium google apps sxsw sxswi link
Google is announcing a social network &quot;Circles&quot; (via #SXSW tweets). Interesting. Myopia will cause Buzz jokes. But this is interesting.,5,google announce social network quot circle quot via sxsw tweet interest myopia cause buzz joke interest
"Do I need any more for #sxsw! ipad, iphone, laptop, dictaphone, vid.camera.... Wow! Love to  meet the REAL 'cerebellum' charged people:)",3,need sxsw ipad iphone laptop dictaphone vid.camera wow love meet real 'cerebellum charge people
